no,pembelian,kategori,tanggal,jumlah,total,tahun,bulan,nama_bulan,hari,hari_dalam_minggu,jam,is_weekend,harga_per_tiket,volume_penjualan,cluster
4008,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 14:18:00,2,50000,2024,12,December,25,Wednesday,14,0,25000.0,Sangat Rendah,1
4009,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 14:13:00,6,120000,2024,12,December,25,Wednesday,14,0,20000.0,Sedang,1
4010,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 14:12:00,4,100000,2024,12,December,25,Wednesday,14,0,25000.0,Rendah,1
4011,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 14:07:00,1,20000,2024,12,December,25,Wednesday,14,0,20000.0,Sangat Rendah,1
4012,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 14:01:00,1,25000,2024,12,December,25,Wednesday,14,0,25000.0,Sangat Rendah,1
4013,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 14:00:00,1,25000,2024,12,December,25,Wednesday,14,0,25000.0,Sangat Rendah,1
4014,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 13:53:00,2,50000,2024,12,December,25,Wednesday,13,0,25000.0,Sangat Rendah,1
4015,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 13:51:00,3,75000,2024,12,December,25,Wednesday,13,0,25000.0,Rendah,1
4016,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 13:46:00,7,140000,2024,12,December,25,Wednesday,13,0,20000.0,Sedang,1
4017,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 13:46:00,6,180000,2024,12,December,25,Wednesday,13,0,30000.0,Sedang,1
4018,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 13:42:00,4,80000,2024,12,December,25,Wednesday,13,0,20000.0,Rendah,1
4019,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 13:38:00,4,100000,2024,12,December,25,Wednesday,13,0,25000.0,Rendah,1
4020,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-12-25 13:37:00,4,40000,2024,12,December,25,Wednesday,13,0,10000.0,Rendah,1
4021,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-25 13:37:00,4,40000,2024,12,December,25,Wednesday,13,0,10000.0,Rendah,1
4022,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 13:34:00,4,80000,2024,12,December,25,Wednesday,13,0,20000.0,Rendah,1
4023,TIKET WISATAWAN UMUM,Umum,2024-12-25 13:34:00,4,60000,2024,12,December,25,Wednesday,13,0,15000.0,Rendah,1
4024,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-25 13:32:00,2,20000,2024,12,December,25,Wednesday,13,0,10000.0,Sangat Rendah,1
4025,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-12-25 13:32:00,2,20000,2024,12,December,25,Wednesday,13,0,10000.0,Sangat Rendah,1
4026,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 13:31:00,2,60000,2024,12,December,25,Wednesday,13,0,30000.0,Sangat Rendah,1
4027,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 13:26:00,5,100000,2024,12,December,25,Wednesday,13,0,20000.0,Rendah,1
4028,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 13:24:00,2,50000,2024,12,December,25,Wednesday,13,0,25000.0,Sangat Rendah,1
4029,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 13:20:00,3,75000,2024,12,December,25,Wednesday,13,0,25000.0,Rendah,1
4030,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 13:09:00,2,40000,2024,12,December,25,Wednesday,13,0,20000.0,Sangat Rendah,1
4031,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 13:09:00,2,60000,2024,12,December,25,Wednesday,13,0,30000.0,Sangat Rendah,1
4032,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 13:00:00,6,150000,2024,12,December,25,Wednesday,13,0,25000.0,Sedang,1
4033,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 12:51:00,5,125000,2024,12,December,25,Wednesday,12,0,25000.0,Rendah,1
4034,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 12:48:00,2,40000,2024,12,December,25,Wednesday,12,0,20000.0,Sangat Rendah,1
4035,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 12:37:00,4,120000,2024,12,December,25,Wednesday,12,0,30000.0,Rendah,1
4036,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 12:23:00,6,120000,2024,12,December,25,Wednesday,12,0,20000.0,Sedang,1
4037,TIKET MANCANEGARA,Mancanegara,2024-12-25 12:22:00,3,60000,2024,12,December,25,Wednesday,12,0,20000.0,Rendah,1
4038,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 12:22:00,5,100000,2024,12,December,25,Wednesday,12,0,20000.0,Rendah,1
4039,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 12:16:00,12,300000,2024,12,December,25,Wednesday,12,0,25000.0,Tinggi,1
4040,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 12:01:00,2,50000,2024,12,December,25,Wednesday,12,0,25000.0,Sangat Rendah,1
4041,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 11:45:00,12,360000,2024,12,December,25,Wednesday,11,0,30000.0,Tinggi,1
4042,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 11:44:00,2,50000,2024,12,December,25,Wednesday,11,0,25000.0,Sangat Rendah,1
4043,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 11:41:00,2,60000,2024,12,December,25,Wednesday,11,0,30000.0,Sangat Rendah,1
4044,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 11:39:00,11,275000,2024,12,December,25,Wednesday,11,0,25000.0,Tinggi,1
4045,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 11:35:00,2,60000,2024,12,December,25,Wednesday,11,0,30000.0,Sangat Rendah,1
4046,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 11:23:00,3,75000,2024,12,December,25,Wednesday,11,0,25000.0,Rendah,1
4047,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 11:22:00,4,120000,2024,12,December,25,Wednesday,11,0,30000.0,Rendah,1
4048,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 11:22:00,7,210000,2024,12,December,25,Wednesday,11,0,30000.0,Sedang,1
4049,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 11:20:00,5,150000,2024,12,December,25,Wednesday,11,0,30000.0,Rendah,1
4050,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 11:20:00,2,50000,2024,12,December,25,Wednesday,11,0,25000.0,Sangat Rendah,1
4051,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-12-25 11:14:00,1,10000,2024,12,December,25,Wednesday,11,0,10000.0,Sangat Rendah,1
4052,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-25 11:14:00,1,10000,2024,12,December,25,Wednesday,11,0,10000.0,Sangat Rendah,1
4053,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 11:13:00,3,60000,2024,12,December,25,Wednesday,11,0,20000.0,Rendah,1
4054,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 11:10:00,6,150000,2024,12,December,25,Wednesday,11,0,25000.0,Sedang,1
4055,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 11:10:00,2,50000,2024,12,December,25,Wednesday,11,0,25000.0,Sangat Rendah,1
4056,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 11:10:00,14,350000,2024,12,December,25,Wednesday,11,0,25000.0,Tinggi,1
4057,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 11:09:00,5,125000,2024,12,December,25,Wednesday,11,0,25000.0,Rendah,1
4058,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 11:02:00,4,80000,2024,12,December,25,Wednesday,11,0,20000.0,Rendah,1
4059,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 11:02:00,2,50000,2024,12,December,25,Wednesday,11,0,25000.0,Sangat Rendah,1
4060,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 11:01:00,6,180000,2024,12,December,25,Wednesday,11,0,30000.0,Sedang,1
4061,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-25 11:00:00,4,40000,2024,12,December,25,Wednesday,11,0,10000.0,Rendah,1
4062,TIKET WISATAWAN UMUM,Umum,2024-12-25 11:00:00,7,105000,2024,12,December,25,Wednesday,11,0,15000.0,Sedang,1
4063,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 10:59:00,9,180000,2024,12,December,25,Wednesday,10,0,20000.0,Sedang,1
4064,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 10:55:00,3,60000,2024,12,December,25,Wednesday,10,0,20000.0,Rendah,1
4065,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 10:53:00,2,60000,2024,12,December,25,Wednesday,10,0,30000.0,Sangat Rendah,1
4066,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 10:52:00,2,60000,2024,12,December,25,Wednesday,10,0,30000.0,Sangat Rendah,1
4067,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 10:50:00,4,100000,2024,12,December,25,Wednesday,10,0,25000.0,Rendah,1
4068,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 10:47:00,3,90000,2024,12,December,25,Wednesday,10,0,30000.0,Rendah,1
4069,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 10:43:00,3,90000,2024,12,December,25,Wednesday,10,0,30000.0,Rendah,1
4070,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 10:41:00,5,150000,2024,12,December,25,Wednesday,10,0,30000.0,Rendah,1
4071,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-25 10:37:00,1,10000,2024,12,December,25,Wednesday,10,0,10000.0,Sangat Rendah,1
4072,TIKET WISATAWAN UMUM,Umum,2024-12-25 10:37:00,3,45000,2024,12,December,25,Wednesday,10,0,15000.0,Rendah,1
4073,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 10:37:00,2,60000,2024,12,December,25,Wednesday,10,0,30000.0,Sangat Rendah,1
4074,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 10:36:00,2,60000,2024,12,December,25,Wednesday,10,0,30000.0,Sangat Rendah,1
4075,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 10:35:00,2,50000,2024,12,December,25,Wednesday,10,0,25000.0,Sangat Rendah,1
4076,TIKET MANCANEGARA,Mancanegara,2024-12-25 10:30:00,1,20000,2024,12,December,25,Wednesday,10,0,20000.0,Sangat Rendah,1
4077,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 10:30:00,1,30000,2024,12,December,25,Wednesday,10,0,30000.0,Sangat Rendah,1
4078,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-12-25 10:30:00,1,10000,2024,12,December,25,Wednesday,10,0,10000.0,Sangat Rendah,1
4079,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 10:29:00,13,325000,2024,12,December,25,Wednesday,10,0,25000.0,Tinggi,1
4080,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 10:28:00,12,300000,2024,12,December,25,Wednesday,10,0,25000.0,Tinggi,1
4081,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 10:14:00,2,50000,2024,12,December,25,Wednesday,10,0,25000.0,Sangat Rendah,1
4082,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-25 09:12:00,1,10000,2024,12,December,25,Wednesday,9,0,10000.0,Sangat Rendah,1
4083,TIKET WISATAWAN UMUM,Umum,2024-12-25 09:12:00,2,30000,2024,12,December,25,Wednesday,9,0,15000.0,Sangat Rendah,1
4084,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 10:07:00,2,50000,2024,12,December,25,Wednesday,10,0,25000.0,Sangat Rendah,1
4085,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 10:00:00,2,60000,2024,12,December,25,Wednesday,10,0,30000.0,Sangat Rendah,1
4086,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 10:00:00,4,80000,2024,12,December,25,Wednesday,10,0,20000.0,Rendah,1
4087,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 09:42:00,5,100000,2024,12,December,25,Wednesday,9,0,20000.0,Rendah,1
4088,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-25 09:41:00,8,160000,2024,12,December,25,Wednesday,9,0,20000.0,Sedang,1
4089,TIKET WISATAWAN UMUM,Umum,2024-12-25 10:38:00,4,60000,2024,12,December,25,Wednesday,10,0,15000.0,Rendah,1
4090,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 09:31:00,3,90000,2024,12,December,25,Wednesday,9,0,30000.0,Rendah,1
4091,TIKET MANCANEGARA,Mancanegara,2024-12-25 09:24:00,1,20000,2024,12,December,25,Wednesday,9,0,20000.0,Sangat Rendah,1
4092,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 09:17:00,2,60000,2024,12,December,25,Wednesday,9,0,30000.0,Sangat Rendah,1
4093,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 09:09:00,4,100000,2024,12,December,25,Wednesday,9,0,25000.0,Rendah,1
4094,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-25 09:04:00,4,100000,2024,12,December,25,Wednesday,9,0,25000.0,Rendah,1
4095,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 09:01:00,6,150000,2024,12,December,25,Wednesday,9,0,25000.0,Sedang,1
4096,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-25 08:59:00,4,120000,2024,12,December,25,Wednesday,8,0,30000.0,Rendah,1
4097,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-25 08:44:00,4,100000,2024,12,December,25,Wednesday,8,0,25000.0,Rendah,1
4098,TIKET WISATAWAN UMUM,Umum,2024-12-25 09:13:00,11,165000,2024,12,December,25,Wednesday,9,0,15000.0,Tinggi,1
4099,TIKET WISATAWAN UMUM,Umum,2024-12-25 08:12:00,2,30000,2024,12,December,25,Wednesday,8,0,15000.0,Sangat Rendah,1
4100,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 15:53:00,4,120000,2024,12,December,24,Tuesday,15,0,30000.0,Rendah,1
4101,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 15:49:00,1,30000,2024,12,December,24,Tuesday,15,0,30000.0,Sangat Rendah,1
4102,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 15:28:00,3,90000,2024,12,December,24,Tuesday,15,0,30000.0,Rendah,1
4103,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 15:22:00,2,50000,2024,12,December,24,Tuesday,15,0,25000.0,Sangat Rendah,1
4104,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 15:21:00,2,50000,2024,12,December,24,Tuesday,15,0,25000.0,Sangat Rendah,1
4105,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-24 15:17:00,8,200000,2024,12,December,24,Tuesday,15,0,25000.0,Sedang,1
4106,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 15:10:00,7,140000,2024,12,December,24,Tuesday,15,0,20000.0,Sedang,1
4107,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-24 15:07:00,2,50000,2024,12,December,24,Tuesday,15,0,25000.0,Sangat Rendah,1
4108,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 15:04:00,3,90000,2024,12,December,24,Tuesday,15,0,30000.0,Rendah,1
4109,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 14:57:00,4,120000,2024,12,December,24,Tuesday,14,0,30000.0,Rendah,1
4110,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 14:43:00,3,90000,2024,12,December,24,Tuesday,14,0,30000.0,Rendah,1
4111,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 14:31:00,8,160000,2024,12,December,24,Tuesday,14,0,20000.0,Sedang,1
4112,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 14:31:00,12,240000,2024,12,December,24,Tuesday,14,0,20000.0,Tinggi,1
4113,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 13:51:00,4,120000,2024,12,December,24,Tuesday,13,0,30000.0,Rendah,1
4114,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 13:48:00,4,100000,2024,12,December,24,Tuesday,13,0,25000.0,Rendah,1
4115,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 13:47:00,4,120000,2024,12,December,24,Tuesday,13,0,30000.0,Rendah,1
4116,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-24 13:26:00,6,150000,2024,12,December,24,Tuesday,13,0,25000.0,Sedang,1
4117,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-24 13:26:00,2,20000,2024,12,December,24,Tuesday,13,0,10000.0,Sangat Rendah,1
4118,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 13:23:00,4,120000,2024,12,December,24,Tuesday,13,0,30000.0,Rendah,1
4119,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 13:23:00,8,200000,2024,12,December,24,Tuesday,13,0,25000.0,Sedang,1
4120,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 13:17:00,60,1500000,2024,12,December,24,Tuesday,13,0,25000.0,Sangat Tinggi,2
4121,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 13:07:00,1,20000,2024,12,December,24,Tuesday,13,0,20000.0,Sangat Rendah,1
4122,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-24 12:51:00,4,40000,2024,12,December,24,Tuesday,12,0,10000.0,Rendah,1
4123,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 12:51:00,4,80000,2024,12,December,24,Tuesday,12,0,20000.0,Rendah,1
4124,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 12:42:00,3,60000,2024,12,December,24,Tuesday,12,0,20000.0,Rendah,1
4125,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 12:33:00,3,60000,2024,12,December,24,Tuesday,12,0,20000.0,Rendah,1
4126,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-24 12:31:00,3,75000,2024,12,December,24,Tuesday,12,0,25000.0,Rendah,1
4127,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-24 12:20:00,3,75000,2024,12,December,24,Tuesday,12,0,25000.0,Rendah,1
4128,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-24 12:17:00,2,50000,2024,12,December,24,Tuesday,12,0,25000.0,Sangat Rendah,1
4129,TIKET WISATAWAN UMUM,Umum,2024-12-24 12:11:00,18,270000,2024,12,December,24,Tuesday,12,0,15000.0,Tinggi,1
4130,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-24 11:59:00,7,175000,2024,12,December,24,Tuesday,11,0,25000.0,Sedang,1
4131,TIKET WISATAWAN UMUM,Umum,2024-12-24 11:52:00,2,30000,2024,12,December,24,Tuesday,11,0,15000.0,Sangat Rendah,1
4132,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 11:45:00,2,60000,2024,12,December,24,Tuesday,11,0,30000.0,Sangat Rendah,1
4133,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 11:34:00,3,90000,2024,12,December,24,Tuesday,11,0,30000.0,Rendah,1
4134,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-24 11:33:00,3,75000,2024,12,December,24,Tuesday,11,0,25000.0,Rendah,1
4135,TIKET WISATAWAN UMUM,Umum,2024-12-24 11:33:00,1,15000,2024,12,December,24,Tuesday,11,0,15000.0,Sangat Rendah,1
4136,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 11:01:00,5,125000,2024,12,December,24,Tuesday,11,0,25000.0,Rendah,1
4137,TIKET WISATAWAN UMUM,Umum,2024-12-24 11:00:00,2,30000,2024,12,December,24,Tuesday,11,0,15000.0,Sangat Rendah,1
4138,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 10:58:00,4,100000,2024,12,December,24,Tuesday,10,0,25000.0,Rendah,1
4139,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 10:56:00,3,75000,2024,12,December,24,Tuesday,10,0,25000.0,Rendah,1
4140,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 10:39:00,4,80000,2024,12,December,24,Tuesday,10,0,20000.0,Rendah,1
4141,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 10:38:00,3,90000,2024,12,December,24,Tuesday,10,0,30000.0,Rendah,1
4142,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 10:35:00,3,75000,2024,12,December,24,Tuesday,10,0,25000.0,Rendah,1
4143,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-24 10:31:00,4,100000,2024,12,December,24,Tuesday,10,0,25000.0,Rendah,1
4144,TIKET WISATAWAN UMUM,Umum,2024-12-24 10:29:00,4,60000,2024,12,December,24,Tuesday,10,0,15000.0,Rendah,1
4145,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-24 10:29:00,2,20000,2024,12,December,24,Tuesday,10,0,10000.0,Sangat Rendah,1
4146,TERUSAN III ( Free-Pass III ),TERUSAN,2024-12-24 10:09:00,5,125000,2024,12,December,24,Tuesday,10,0,25000.0,Rendah,1
4147,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 10:09:00,15,300000,2024,12,December,24,Tuesday,10,0,20000.0,Tinggi,1
4148,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 09:54:00,4,80000,2024,12,December,24,Tuesday,9,0,20000.0,Rendah,1
4149,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 09:50:00,4,120000,2024,12,December,24,Tuesday,9,0,30000.0,Rendah,1
4150,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-24 09:48:00,2,20000,2024,12,December,24,Tuesday,9,0,10000.0,Sangat Rendah,1
4151,TIKET WISATAWAN UMUM,Umum,2024-12-24 09:47:00,3,45000,2024,12,December,24,Tuesday,9,0,15000.0,Rendah,1
4152,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-24 09:47:00,1,10000,2024,12,December,24,Tuesday,9,0,10000.0,Sangat Rendah,1
4153,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 09:47:00,6,150000,2024,12,December,24,Tuesday,9,0,25000.0,Sedang,1
4154,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-24 09:47:00,3,90000,2024,12,December,24,Tuesday,9,0,30000.0,Rendah,1
4155,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 09:21:00,6,120000,2024,12,December,24,Tuesday,9,0,20000.0,Sedang,1
4156,"TIKET TERUSAN II (AREA, MUSEUM PUSAKA & DALEM AGUNG PAKUNGWATI)",TERUSAN,2024-12-24 09:16:00,2,50000,2024,12,December,24,Tuesday,9,0,25000.0,Sangat Rendah,1
4157,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 08:54:00,2,40000,2024,12,December,24,Tuesday,8,0,20000.0,Sangat Rendah,1
4158,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-24 08:42:00,20,400000,2024,12,December,24,Tuesday,8,0,20000.0,Tinggi,1
4159,TIKET WISATAWAN UMUM,Umum,2024-12-24 08:28:00,1,15000,2024,12,December,24,Tuesday,8,0,15000.0,Sangat Rendah,1
4160,TIKET WISATAWAN UMUM,Umum,2024-12-24 08:10:00,4,60000,2024,12,December,24,Tuesday,8,0,15000.0,Rendah,1
4161,TERUSAN IV ( Free-pass IV ),TERUSAN,2024-12-23 16:27:00,5,150000,2024,12,December,23,Monday,16,0,30000.0,Rendah,1
4162,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-23 16:20:00,4,80000,2024,12,December,23,Monday,16,0,20000.0,Rendah,1
4163,TIKET TERUSAN I (AREA & MUSEUM PUSAKA),TERUSAN,2024-12-23 16:06:00,4,80000,2024,12,December,23,Monday,16,0,20000.0,Rendah,1
4164,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-12-23 16:54:00,1,10000,2024,12,December,23,Monday,16,0,10000.0,Sangat Rendah,1
4165,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-23 16:54:00,1,10000,2024,12,December,23,Monday,16,0,10000.0,Sangat Rendah,1
4166,TIKET MASUK DALEM AGUNG PAKUNGWATI,Umum,2024-12-23 16:53:00,13,130000,2024,12,December,23,Monday,16,0,10000.0,Tinggi,1
4167,TIKET PELAJAR & MAHASISWA,Pelajar,2024-12-23 16:53:00,13,130000,2024,12,December,23,Monday,16,0,10000.0,Tinggi,1
